	0.0	2.0	0.0	Infinity
	0.0	2.0	0.0	8.173828107957866E15
	0.0	2.0	0.0	8.123452660506072E15
	0.0	2.0	0.0	8.224805653803151E15
	0.0	2.0	0.0	8.222777189217267E15
	0.0	2.0	0.0	8.200064881086361E15
	0.0	2.0	0.0	8.167936336836084E15
	0.0	2.0	0.0	8.139033082571796E15
	0.0	2.0	0.0	Infinity
	0.0	2.0	0.0	8.079465273929756E15
	0.0	2.0	0.0	8.183042045140243E15
	0.0	2.0	0.0	8.075735723377136E15
	0.0	2.0	0.0	8.153056232266601E15
	0.0	2.0	0.0	8.138903232237773E15
	0.0	2.0	0.0	8.146958922920118E15
	0.0	2.0	0.0	8.19151871919723E15
	0.0	2.0	0.0	8.162859458857751E15
	0.0	2.0	0.0	8.185406531426617E15
	0.0	2.0	0.0	8.183770464755473E15
	0.0	2.0	0.0	8.143746071995692E15
